SUBSTÂNCIA;CNPJ;LABORATÓRIO;CÓDIGO GGREM;REGISTRO;EAN 1;EAN 2;EAN 3;PRODUTO;APRESENTAÇÃO;CLASSE TERAPÊUTICA;TIPO DE PRODUTO (STATUS DO PRODUTO);REGIME DE PREÇO;PF Sem Impostos;PF 0%;PF 12%;PF 17%;PF 17% ALC;PF 17,5%;PF 17,5% ALC;PF 18%;PF 18% ALC;PF 20%;PMC 0%;PMC 12%;PMC 17%;PMC 17% ALC;PMC 17,5%;PMC 17,5% ALC;PMC 18%;PMC 18% ALC;PMC 20%;RESTRIÇÃO HOSPITALAR;CAP;CONFAZ 87;ICMS 0%;ANÁLISE RECURSAL;LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS);COMERCIALIZAÇÃO 2020;TARJA
ÁCIDO ZOLEDRÔNICO MONOIDRATADO;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523719040039903;1003302040013;7896094210202;    -     ;    -     ;TEORO;0,05 MG/ML SOL INFUS IV CT FA PLAS POC TRANS SIST FECH X 100 ML;M5B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERAÇÕES RELACIONADAS;Similar;Regulado;1988,64;1988,64;;;;;;;;;2749,18;;;;;;;;;Não;Não;Não;Sim;;Positiva;Não;Tarja Vermelha(*)
RITUXIMABE;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523719110041907;1003302050019;7896094210349;    -     ;    -     ;VIVAXXIA;10 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 10 ML;L1G1 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, CD20;Biológico;Regulado;1506,56;1506,56;;;;;;;;;;;;;;;;;;Sim;Não;Não;Sim;;Positiva;Sim;Tarja Vermelha(*)
RITUXIMABE;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523719110042007;1003302050027;7896094210219;    -     ;    -     ;VIVAXXIA;10 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 50 ML;L1G1 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, CD20;Biológico;Regulado;7530,39;7530,39;;;;;;;;;;;;;;;;;;Sim;Não;Não;Sim;;Positiva;Não;Tarja Vermelha(*)
RITUXIMABE;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523719110041807;1003302050035;7896094210226;    -     ;    -     ;VIVAXXIA;10 MG/ML SOL DIL INFUS IV CT 2 FA VD TRANS X 10 ML;L1G1 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, CD20;Biológico;Regulado;3013,11;3013,11;;;;;;;;;;;;;;;;;;Sim;Não;Não;Sim;;Positiva;Sim;Tarja Vermelha(*)
PITAVASTATINA CÁLCICA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523719120040307;1003302060014;7896094209954;    -     ;    -     ;EBATZ;2 MG COM REV CT BL AL AL X 10;C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA;Similar;Regulado;23,96;26,84;31,02;33,17;28,87;33,40;29,05;33,63;29,22;34,61;36,00;41,44;44,21;39,91;44,51;40,16;44,81;40,39;46,07;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
PITAVASTATINA CÁLCICA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523719120040407;1003302060022;7896094209190;    -     ;    -     ;EBATZ;2 MG COM REV CT BL AL AL X 30;C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA;Similar;Regulado;71,92;80,55;93,08;99,54;86,65;100,23;87,18;100,94;87,71;103,86;108,05;124,33;132,68;119,79;133,57;120,52;134,48;121,25;138,24;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
PITAVASTATINA CÁLCICA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523719120040507;1003302060030;7896094209213;    -     ;    -     ;EBATZ;2 MG COM REV CT BL AL AL X 60;C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA;Similar;Regulado;142,33;159,41;184,21;196,99;171,48;198,36;172,52;199,76;173,57;205,54;213,84;246,06;262,57;237,06;264,34;238,50;266,14;239,95;273,58;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
PITAVASTATINA CÁLCICA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523719120040607;1003302060049;7896094209961;    -     ;    -     ;EBATZ;2 MG COM REV CT BL AL AL X 90;C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA;Similar;Regulado;213,50;239,12;276,32;295,49;257,23;297,55;258,79;299,64;260,37;308,32;320,77;369,10;393,87;355,61;396,52;357,76;399,21;359,95;410,38;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
PITAVASTATINA CÁLCICA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523719120040707;1003302060057;7896094209978;    -     ;    -     ;EBATZ;4 MG COM REV CT BL AL AL X 10;C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA;Similar;Regulado;43,47;48,69;56,27;60,17;52,38;60,59;52,69;61,01;53,02;62,78;65,32;75,16;80,20;72,41;80,74;72,84;81,28;73,30;83,56;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
PITAVASTATINA CÁLCICA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523719120040807;1003302060065;7896094209206;    -     ;    -     ;EBATZ;4 MG COM REV CT BL AL AL X 30;C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA;Similar;Regulado;130,40;146,05;168,77;180,48;157,11;181,74;158,06;183,02;159,03;188,32;195,92;225,44;240,57;217,20;242,19;218,51;243,84;219,85;250,66;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
PITAVASTATINA CÁLCICA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523719120040907;1003302060073;7896094209220;    -     ;    -     ;EBATZ;4 MG COM REV CT BL AL AL X 60;C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA;Similar;Regulado;260,57;291,84;337,25;360,63;313,94;363,15;315,84;365,71;317,77;376,30;391,49;450,49;480,69;434,00;483,94;436,63;487,24;439,30;500,87;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
PITAVASTATINA CÁLCICA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523719120041007;1003302060081;7896094209985;    -     ;    -     ;EBATZ;4 MG COM REV CT BL AL AL X 90;C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA;Similar;Regulado;390,86;437,76;505,87;540,95;470,91;544,73;473,77;548,56;476,65;564,44;587,24;675,73;721,05;651,01;725,92;654,96;730,85;658,94;751,29;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
CLORIDRATO DE PROPAFENONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720040042907;1003302070011;7896094208872;    -     ;    -     ;VATIS;300 MG COM REV CT BL AL PLAS AMB X 15;C1B - ANTIARRÍTMICOS CARDÍACOS;Similar;Regulado;21,39;21,39;24,31;25,77;25,77;25,93;25,93;26,09;26,09;26,74;29,57;33,61;35,63;35,63;35,85;35,85;36,07;36,07;36,97;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
CLORIDRATO DE PROPAFENONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720020041507;1003302070028;7896094208889;    -     ;    -     ;VATIS;300 MG COM REV CT BL AL PLAS AMB X 30;C1B - ANTIARRÍTMICOS CARDÍACOS;Similar;Regulado;42,79;42,79;48,63;51,55;51,55;51,87;51,87;52,18;52,18;53,49;59,15;67,23;71,26;71,26;71,71;71,71;72,14;72,14;73,95;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
CLORIDRATO DE PROPAFENONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720020041607;1003302070036;7896094208896;    -     ;    -     ;VATIS;300 MG COM REV CT BL AL PLAS AMB X 60;C1B - ANTIARRÍTMICOS CARDÍACOS;Similar;Regulado;85,58;85,58;97,25;103,11;103,11;103,73;103,73;104,37;104,37;106,98;118,31;134,44;142,54;142,54;143,40;143,40;144,29;144,29;147,89;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
CLORIDRATO DE PROPAFENONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720020041407;1003302070044;7896094208902;    -     ;    -     ;VATIS;300 MG COM REV CT BL AL PLAS AMB X 90;C1B - ANTIARRÍTMICOS CARDÍACOS;Similar;Regulado;128,37;128,37;145,88;154,66;154,66;155,60;155,60;156,55;156,55;160,46;177,46;201,67;213,81;213,81;215,11;215,11;216,42;216,42;221,83;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
CLORIDRATO DE PROPAFENONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720040043007;1003302070052;7896094210011;    -     ;    -     ;VATIS;300 MG COM REV CT BL AL PLAS AMB X 10;C1B - ANTIARRÍTMICOS CARDÍACOS;Similar;Regulado;14,26;14,26;16,20;17,18;17,18;17,28;17,28;17,39;17,39;17,83;19,71;22,40;23,75;23,75;23,89;23,89;24,04;24,04;24,65;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
SUCCINATO DE METOPROLOL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720040041707;1003302080015;7896094209879;    -     ;    -     ;QUENZOR;25 MG CAP DURA LIB PROL CT BL AL PLAS PVC/PE/PVDC TRANS X 20;C7A0 - BETABLOQUEADORES PUROS;Novo;Regulado;11,16;11,16;12,68;13,45;13,45;13,53;13,53;13,61;13,61;13,95;15,43;17,53;18,59;18,59;18,70;18,70;18,82;18,82;19,29;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
SUCCINATO DE METOPROLOL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720040041807;1003302080023;7896094209251;    -     ;    -     ;QUENZOR;25 MG CAP DURA LIB PROL CT BL AL PLAS PVC/PE/PVDC TRANS X 30;C7A0 - BETABLOQUEADORES PUROS;Novo;Regulado;16,73;16,73;19,01;20,16;20,16;20,28;20,28;20,40;20,40;20,91;23,13;26,28;27,87;27,87;28,04;28,04;28,20;28,20;28,91;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
SUCCINATO DE METOPROLOL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720040041907;1003302080031;7896094209268;    -     ;    -     ;QUENZOR;25 MG CAP DURA LIB PROL CT BL AL PLAS PVC/PE/PVDC TRANS X 60;C7A0 - BETABLOQUEADORES PUROS;Novo;Regulado;33,48;33,48;38,05;40,34;40,34;40,58;40,58;40,83;40,83;41,85;46,28;52,60;55,77;55,77;56,10;56,10;56,45;56,45;57,86;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
SUCCINATO DE METOPROLOL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720040042107;1003302080041;7896094209886;    -     ;    -     ;QUENZOR;25 MG CAP DURA LIB PROL CT BL AL PLAS PVC/PE/PVDC TRANS X 90;C7A0 - BETABLOQUEADORES PUROS;Novo;Regulado;50,21;50,21;57,06;60,49;60,49;60,86;60,86;61,23;61,23;62,76;69,41;78,88;83,62;83,62;84,14;84,14;84,65;84,65;86,76;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
SUCCINATO DE METOPROLOL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720040042207;1003302080058;7896094209893;    -     ;    -     ;QUENZOR;50 MG CAP DURA LIB PROL CT BL AL PLAS PVC/PE/PVDC TRANS X 20;C7A0 - BETABLOQUEADORES PUROS;Novo;Regulado;22,31;22,31;25,35;26,88;26,88;27,04;27,04;27,21;27,21;27,89;30,84;35,04;37,16;37,16;37,38;37,38;37,62;37,62;38,56;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
SUCCINATO DE METOPROLOL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720040042007;1003302080066;7896094209275;    -     ;    -     ;QUENZOR;50 MG CAP DURA LIB PROL CT BL AL PLAS PVC/PE/PVDC TRANS X 30;C7A0 - BETABLOQUEADORES PUROS;Novo;Regulado;33,48;33,48;38,05;40,34;40,34;40,58;40,58;40,83;40,83;41,85;46,28;52,60;55,77;55,77;56,10;56,10;56,45;56,45;57,86;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
SUCCINATO DE METOPROLOL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720040042307;1003302080074;7896094209282;    -     ;    -     ;QUENZOR;50 MG CAP DURA LIB PROL CT BL AL PLAS PVC/PE/PVDC TRANS X 60;C7A0 - BETABLOQUEADORES PUROS;Novo;Regulado;66,95;66,95;76,08;80,66;80,66;81,15;81,15;81,65;81,65;83,69;92,55;105,18;111,51;111,51;112,19;112,19;112,88;112,88;115,70;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
SUCCINATO DE METOPROLOL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720040042407;1003302080082;7896094209909;    -     ;    -     ;QUENZOR;50 MG CAP DURA LIB PROL CT BL AL PLAS PVC/PE/PVDC TRANS X 90;C7A0 - BETABLOQUEADORES PUROS;Novo;Regulado;100,44;100,44;114,14;121,01;121,01;121,75;121,75;122,49;122,49;125,55;138,85;157,79;167,29;167,29;168,31;168,31;169,34;169,34;173,57;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
SUCCINATO DE METOPROLOL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720070043907;1003302080090;7896094209916;    -     ;    -     ;QUENZOR;100 MG CAP DURA LIB PROL CT BL AL PLAS PVC/PE/PVDC TRANS X 20;C7A0 - BETABLOQUEADORES PUROS;Novo;Regulado;36,04;36,04;40,95;43,42;43,42;43,68;43,68;43,95;43,95;45,05;49,82;56,61;60,03;60,03;60,39;60,39;60,76;60,76;62,28;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
SUCCINATO DE METOPROLOL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720070044007;1003302080104;7896094209299;    -     ;    -     ;QUENZOR;100 MG CAP DURA LIB PROL CT BL AL PLAS PVC/PE/PVDC TRANS X 30;C7A0 - BETABLOQUEADORES PUROS;Novo;Regulado;54,06;54,06;61,43;65,13;65,13;65,53;65,53;65,93;65,93;67,58;74,73;84,92;90,04;90,04;90,59;90,59;91,14;91,14;93,43;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
SUCCINATO DE METOPROLOL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720070044107;1003302080112;7896094209305;    -     ;    -     ;QUENZOR;100 MG CAP DURA LIB PROL CT BL AL PLAS PVC/PE/PVDC TRANS X 60;C7A0 - BETABLOQUEADORES PUROS;Novo;Regulado;108,12;108,12;122,86;130,27;130,27;131,05;131,05;131,85;131,85;135,15;149,47;169,85;180,09;180,09;181,17;181,17;182,27;182,27;186,84;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
SUCCINATO DE METOPROLOL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720070044207;1003302080120;7896094209923;    -     ;    -     ;QUENZOR;100 MG CAP DURA LIB PROL CT BL AL PLAS PVC/PE/PVDC TRANS X 90;C7A0 - BETABLOQUEADORES PUROS;Novo;Regulado;162,18;162,18;184,30;195,40;195,40;196,58;196,58;197,78;197,78;202,73;224,20;254,78;270,13;270,13;271,76;271,76;273,42;273,42;280,26;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
"ESTRADIOL HEMI-HIDRATADO;ACETATO DE NOMEGESTROL";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720050043707;1003302090010;7896094209503;    -     ;    -     ;IZIZ;(2,5 + 1,5) MG COM REV CT BL AL PLAS PVC/PVDC TRANS CALEND X 24 + 4 PLACEBO;G3A2 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS >=50MCG;Similar;Regulado;26,43;29,60;34,21;36,58;31,84;36,83;32,03;37,09;32,23;38,17;39,71;45,70;48,76;44,02;49,08;44,28;49,42;44,56;50,81;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
"ESTRADIOL HEMI-HIDRATADO;ACETATO DE NOMEGESTROL";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720050043807;1003302090029;7896094209510;    -     ;    -     ;IZIZ;(2,5 + 1,5) MG COM REV CT BL AL PLAS PVC/PVDC TRANS CALEND X 72 + 12 PLACEBO;G3A2 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS >=50MCG;Similar;Regulado;81,19;90,93;105,08;112,36;97,82;113,15;98,41;113,95;99,01;117,24;121,98;140,36;149,77;135,23;150,79;136,05;151,82;136,88;156,05;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
"ROSUVASTATINA CÁLCICA;EZETIMIBA";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720050043607;1003302100016;7896094210028;    -     ;    -     ;PLENANCE EZE;(5,0 + 10,0) MG CAP DURA CT FR PLAS OPC X 30;C10C - REGULADORES DE GORDURA EM COMBINAÇÃO COM OUTROS REGULADORES DE GORDURA;Novo;Regulado;75,52;84,58;97,74;104,52;90,99;105,25;91,54;105,99;92,09;109,06;113,46;130,56;139,32;125,79;140,26;126,55;141,21;127,31;145,16;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
"ROSUVASTATINA CÁLCICA;EZETIMIBA";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720050043307;1003302100032;7896094210042;    -     ;    -     ;PLENANCE EZE;(5,0 + 10,0) MG CAP DURA CT FR PLAS OPC X 90;C10C - REGULADORES DE GORDURA EM COMBINAÇÃO COM OUTROS REGULADORES DE GORDURA;Novo;Regulado;223,97;250,85;289,88;309,98;269,85;312,15;271,48;314,34;273,14;323,44;336,51;387,22;413,18;373,05;415,98;375,31;418,80;377,60;430,51;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
"ROSUVASTATINA CÁLCICA;EZETIMIBA";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720050043407;1003302100040;7896094210059;    -     ;    -     ;PLENANCE EZE;(10,0 + 10,0) MG CAP DURA CT FR PLAS OPC X 30;C10C - REGULADORES DE GORDURA EM COMBINAÇÃO COM OUTROS REGULADORES DE GORDURA;Novo;Regulado;76,82;86,04;99,43;106,32;92,56;107,06;93,12;107,82;93,68;110,94;115,42;132,82;141,72;127,96;142,67;128,73;143,65;129,51;147,66;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
"ROSUVASTATINA CÁLCICA;EZETIMIBA";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720050043207;1003302100067;7896094210073;    -     ;    -     ;PLENANCE EZE;(10,0 + 10,0) MG CAP DURA CT FR PLAS OPC X 90;C10C - REGULADORES DE GORDURA EM COMBINAÇÃO COM OUTROS REGULADORES DE GORDURA;Novo;Regulado;225,27;252,30;291,55;311,77;271,41;313,95;273,05;316,16;274,72;325,31;338,45;389,45;415,57;375,21;418,38;377,48;421,22;379,78;433,00;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
"ROSUVASTATINA CÁLCICA;EZETIMIBA";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720050043507;1003302100075;7896094210080;    -     ;    -     ;PLENANCE EZE;(20,0 + 10,0) MG CAP DURA CT FR PLAS OPC X 30;C10C - REGULADORES DE GORDURA EM COMBINAÇÃO COM OUTROS REGULADORES DE GORDURA;Novo;Regulado;79,42;88,95;102,79;109,92;95,69;110,69;96,27;111,46;96,85;114,69;119,32;137,31;146,52;132,29;147,51;133,09;148,50;133,89;152,66;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
"ROSUVASTATINA CÁLCICA;EZETIMIBA";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720050043107;1003302100091;7896094210103;    -     ;    -     ;PLENANCE EZE;(20,0 + 10,0) MG CAP DURA CT FR PLAS OPC X 90;C10C - REGULADORES DE GORDURA EM COMBINAÇÃO COM OUTROS REGULADORES DE GORDURA;Novo;Regulado;227,87;255,21;294,92;315,37;274,54;317,57;276,20;319,81;277,89;329,07;342,36;393,95;420,36;379,54;423,20;381,83;426,09;384,17;438,00;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
"ESTRADIOL HEMI-HIDRATADO;ACETATO DE NORETISTERONA";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720090044607;1003302110011;7896094208506;    -     ;    -     ;NATIFA PRO UBD;(0,5 + 0,1) MG COM REV CT BL AL PLAS PCTFE TRANS X 28;G3F - ASSOCIAÇÕES DE ESTRÓGENOS E PROGESTÓGENOS;Novo;Regulado;46,38;46,38;52,70;55,88;55,88;56,22;56,22;56,56;56,56;57,98;64,12;72,85;77,25;77,25;77,72;77,72;78,19;78,19;80,15;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
"ESTRADIOL HEMI-HIDRATADO;ACETATO DE NORETISTERONA";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720090044507;1003302110021;7896094210677;    -     ;    -     ;NATIFA PRO UBD;(0,5 + 0,1) MG COM REV CT BL AL PLAS PCTFE TRANS X 84;G3F - ASSOCIAÇÕES DE ESTRÓGENOS E PROGESTÓGENOS;Novo;Regulado;139,14;139,14;158,11;167,64;167,64;168,65;168,65;169,68;169,68;173,93;192,35;218,58;231,75;231,75;233,15;233,15;234,57;234,57;240,45;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
"ESTRADIOL HEMI-HIDRATADO;DROSPIRENONA";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523721060045804;1003302120017;7896094210424;    -     ;    -     ;CECI;(2 +1) MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 28;G3F - ASSOCIAÇÕES DE ESTRÓGENOS E PROGESTÓGENOS;Similar;Regulado;67,88;67,88;77,14;81,78;81,78;82,28;82,28;82,78;82,78;84,85;93,84;106,64;113,06;113,06;113,75;113,75;114,44;114,44;117,30;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
"ESTRADIOL HEMI-HIDRATADO;DROSPIRENONA";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523721070046203;1003302120025;7896094210479;    -     ;    -     ;CECI;(2 +1) MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 84;G3F - ASSOCIAÇÕES DE ESTRÓGENOS E PROGESTÓGENOS;Similar;Regulado;203,64;203,64;231,41;245,35;245,35;246,84;246,84;248,34;248,34;254,55;281,52;319,91;339,18;339,18;341,24;341,24;343,32;343,32;351,90;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
LINAGLIPTINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523721070045904;1003302130012;7896094210431;    -     ;    -     ;GLINK;5 MG COM REV CT BL AL AL X 30;A10N1 - ANTIDIABÉTICOS INIBIDORES DPP-IV  PUROS;Similar;Regulado;140,61;157,48;181,98;194,60;169,41;195,96;170,43;197,34;171,47;203,05;211,25;243,09;259,39;234,20;261,14;235,61;262,92;237,05;270,27;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
LINAGLIPTINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523721070046004;1003302130020;7896094210448;    -     ;    -     ;GLINK;5 MG COM REV CT BL AL AL X 60;A10N1 - ANTIDIABÉTICOS INIBIDORES DPP-IV  PUROS;Similar;Regulado;281,21;314,95;363,95;389,19;338,80;391,91;340,85;394,67;342,93;406,09;422,49;486,16;518,76;468,37;522,27;471,21;525,82;474,08;540,52;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
LINAGLIPTINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523721070046104;1003302130039;7896094210455;    -     ;    -     ;GLINK;5 MG COM REV CT BL AL AL X 90;A10N1 - ANTIDIABÉTICOS INIBIDORES DPP-IV  PUROS;Similar;Regulado;421,81;472,43;545,93;583,79;508,21;587,87;511,29;592,01;514,41;609,15;633,75;729,24;778,15;702,57;783,41;706,83;788,74;711,14;810,80;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
"CLORIDRATO DE CIPROEPTADINA;NICOTINAMIDA;CLORIDRATO DE TIAMINA;MONOFOSFATO DE RIBOFLAVINA SÓDICA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO";46.179.008/0001-68;BRASTERAPICA INDUSTRIA FARMACEUTICA EIRELI;504902301130411;1003800380010;7898100240432;    -     ;    -     ;PETIVIT -BC;4,00 + 0,60 + 0,75 + 0,670+ 6,67 +21,67 MG/ML XPE CT FR VD AMB X 240 ML;A15A - OREXÍGENOS;Similar;Regulado;19,74;22,11;25,55;27,32;23,78;27,51;23,93;27,71;24,07;28,51;29,66;34,13;36,42;32,87;36,66;33,08;36,92;33,28;37,95;Não;Não;Não;Não;;Negativa;Sim;Tarja Venda Livre/Sem Tarja (*)
"CLORIDRATO DE CIPROEPTADINA;CLORIDRATO DE TIAMINA;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;NIACINAMIDA";46.179.008/0001-68;BRASTERAPICA INDUSTRIA FARMACEUTICA EIRELI;504921020012207;1003800380029;7898100244485;    -     ;    -     ;PETIVIT -BC;4,00 + 0,60 + 0,75 + 0,670 + 6,67 + 21,67 MG/ML XPE CT FR PLAS PET AMB X 240 ML;A15A - OREXÍGENOS;Similar;Liberado;12,29;13,76;15,90;17,00;14,80;17,12;14,89;17,24;14,98;17,74;18,46;21,24;22,66;20,46;22,81;20,58;22,97;20,71;23,61;Não;Não;Não;Não;;Negativa;Sim;Tarja Venda Livre/Sem Tarja (*)
PARACETAMOL;46.179.008/0001-68;BRASTERAPICA INDUSTRIA FARMACEUTICA EIRELI;504902901138421;1003800390016;7898100240777;    -     ;    -     ;TYFLEN;200 MG/ML SOL OR CT FR PLAS OPC GOT X 15 ML;N2B2 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS ISENTOS DE PRESCRIÇÃO;Similar;Liberado;4,95;5,54;6,40;6,85;5,96;6,89;6,00;6,94;6,03;7,14;7,43;8,55;9,13;8,24;9,18;8,29;9,25;8,34;9,50;Não;Não;Não;Não;;Negativa;Sim;Tarja Venda Livre
PARACETAMOL;46.179.008/0001-68;BRASTERAPICA INDUSTRIA FARMACEUTICA EIRELI;504920010010607;1003800390024;7898100241606;    -     ;    -     ;TYFLEN;500 MG COM CT BL AL PLAS TRANS X 20;N2B2 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS ISENTOS DE PRESCRIÇÃO;Similar;Liberado;6,11;6,84;7,90;8,45;7,36;8,51;7,40;8,57;7,45;8,82;9,18;10,55;11,26;10,17;11,34;10,23;11,42;10,30;11,74;Não;Não;Não;Não;;Negativa;Sim;Tarja -(*)
